BU_CODE,pop,hh,p_hh_low_income,p_hh_lowest_20,p_hh_highest_40,cars_per_hh,nr_w_migr,nr_nw_migr,avg_inc_per_res,area_total,area_land,pop_density,house_price,nr_hh_low_income,1-nr_hh_low_income,nr_hh_lowest_20,nr_hh_highest_40,p_w_migr,p_nw_migr
BU03637500,2235,1160,0.154,0.483,0.195,0.4,420,615,,0.1,0.1,23293.0,413,178.64,981.36,560.28,226.20000000000002,,0.2751677852348993
BU03637501,1095,655,0.121,0.505,0.188,0.3,220,270,,0.05,0.04,26231.0,378,79.255,575.745,330.775,123.14,,0.2465753424657534
BU03637502,1830,955,0.179,0.563,0.154,0.3,320,800,,0.08,0.07,25842.0,363,170.945,784.0550000000001,537.665,147.07,,0.4371584699453552
BU03637503,1035,485,0.157,0.473,0.165,0.5,125,505,,0.05,0.04,23203.0,339,76.145,408.855,229.405,80.025,,0.48792270531400966
BU03637600,6155,3000,0.21,0.607,0.091,0.5,840,3665,19.7,0.7,0.68,9042.0,225,630.0,2370.0,1821.0,273.0,,0.595450852965069
BU03637601,3185,1480,0.214,0.609,0.069,0.5,370,2280,18.0,0.32,0.28,11295.0,211,316.71999999999997,1163.28,901.3199999999999,102.12,,0.7158555729984302
BU03637700,3365,1940,0.233,0.73,0.037000000000000005,0.4,415,2050,19.0,0.43,0.41,8311.0,172,452.02000000000004,1487.98,1416.2,71.78000000000002,,0.6092124814264487
BU03637701,3205,1675,0.11900000000000001,0.49200000000000005,0.154,0.5,515,1315,26.3,0.4,0.35,9251.0,262,199.32500000000002,1475.675,824.1000000000001,257.95,,0.41029641185647425
BU03637702,3645,1740,0.149,0.544,0.1,0.6,640,2055,20.8,0.36,0.34,10658.0,236,259.26,1480.74,946.5600000000001,174.0,,0.5637860082304527
BU03637703,3780,1525,0.248,0.607,0.068,0.6,265,3075,15.3,0.23,0.22,16825.0,194,378.2,1146.8,925.675,103.7,,0.8134920634920635
BU03637704,50,30,,,,,20,25,,1.06,0.62,81.0,,,,,,,0.5
BU03637705,3925,1740,0.213,0.603,0.087,0.6,360,2665,17.6,0.32,0.31,12619.0,215,370.62,1369.38,1049.22,151.38,,0.6789808917197452
BU03637800,3060,1335,0.215,0.62,0.065,0.5,280,2095,16.7,0.27,0.26,11651.0,211,287.025,1047.975,827.7,86.775,,0.684640522875817
BU03637801,2805,1095,0.11199999999999999,0.46299999999999997,0.179,0.9,335,1695,20.0,0.3,0.28,9886.0,302,122.63999999999999,972.36,506.98499999999996,196.005,,0.6042780748663101
BU03637802,4100,1790,0.171,0.53,0.099,0.6,590,2790,20.1,0.27,0.25,16424.0,250,306.09000000000003,1483.9099999999999,948.7,177.21,,0.6804878048780488
BU03637803,5975,2605,0.20199999999999999,0.5710000000000001,0.107,0.7,590,4210,18.6,0.43,0.4,14893.0,264,526.2099999999999,2078.79,1487.4550000000002,278.735,,0.704602510460251
BU03637804,305,170,0.318,0.5670000000000001,0.08800000000000001,0.6,60,150,,0.14,0.12,2516.0,292,54.06,115.94,96.39000000000001,14.96,,0.4918032786885246
BU03637900,30,15,,,,,5,10,,2.1,1.88,16.0,,,,,,,0.3333333333333333
BU03637901,2415,1020,0.084,0.36200000000000004,0.19899999999999998,1.0,305,1140,,0.32,0.31,7834.0,309,85.68,934.3199999999999,369.24000000000007,202.98,,0.4720496894409938
BU03638000,265,10,,,,,5,260,,0.73,0.7,381.0,,,,,,,0.9811320754716981
BU03638001,790,345,0.11599999999999999,0.39,0.298,1.3,110,110,,2.6,2.46,323.0,526,40.019999999999996,304.98,134.55,102.81,,0.13924050632911392
BU03638002,65,35,,,,,0,15,,2.36,2.17,32.0,,,,,,,0.23076923076923078
BU03638100,4960,2535,0.22899999999999998,0.718,0.04,0.5,545,3115,17.0,0.33,0.32,15714.0,180,580.515,1954.4850000000001,1820.1299999999999,101.4,,0.6280241935483871
BU03638101,3110,1650,0.1,0.431,0.177,0.6,615,1325,29.6,0.23,0.21,14952.0,312,165.0,1485.0,711.15,292.05,,0.42604501607717044
BU03638102,2980,1420,0.13,0.498,0.133,0.6,385,1780,23.3,0.41,0.3,9909.0,253,184.6,1235.4,707.16,188.86,,0.5973154362416108
BU03638103,1240,680,0.16399999999999998,0.616,0.105,0.6,190,580,,0.28,0.26,4704.0,235,111.51999999999998,568.48,418.88,71.39999999999999,,0.46774193548387094
BU03638104,3995,2330,0.113,0.612,0.111,0.5,690,1335,24.1,0.52,0.49,8207.0,243,263.29,2066.71,1425.96,258.63,,0.3341677096370463
BU03638200,2850,1170,0.19399999999999998,0.642,0.068,0.6,185,2105,16.2,0.22,0.21,13527.0,207,226.97999999999996,943.02,751.14,79.56,,0.7385964912280701
BU03638201,3475,1550,0.188,0.565,0.10099999999999999,0.6,450,2325,19.5,0.26,0.24,14592.0,239,291.4,1258.6,875.7499999999999,156.54999999999998,,0.6690647482014388
BU03638202,3195,1435,0.16699999999999998,0.5670000000000001,0.098,0.6,415,2160,19.1,0.24,0.23,13811.0,272,239.64499999999998,1195.355,813.6450000000001,140.63,,0.676056338028169
BU03638203,6230,2870,0.11800000000000001,0.439,0.17600000000000002,0.7,945,3790,24.7,0.4,0.35,17717.0,292,338.66,2531.34,1259.93,505.12000000000006,,0.608346709470305
BU03638300,6005,2755,0.122,0.534,0.09699999999999999,0.7,950,3275,20.5,0.48,0.48,12512.0,225,336.11,2418.89,1471.17,267.23499999999996,,0.5453788509575354
BU03638301,120,5,,,,,10,75,,0.12,0.12,1051.0,,,,,,,0.625
BU03638400,3945,1745,0.094,0.446,0.175,0.8,465,1780,24.4,0.35,0.34,11740.0,306,164.03,1580.97,778.27,305.375,,0.4512040557667934
BU03638401,4590,1905,0.059000000000000004,0.309,0.311,1.0,580,1965,30.0,0.57,0.52,8854.0,364,112.39500000000001,1792.605,588.645,592.455,,0.42810457516339867
BU03638402,5990,2265,0.061,0.264,0.37,1.0,710,2745,29.6,0.72,0.65,9162.0,409,138.165,2126.835,597.96,838.05,,0.4582637729549249
BU03638500,2475,1160,0.047,0.371,0.29600000000000004,0.7,425,710,,0.65,0.36,6899.0,383,54.52,1105.48,430.36,343.36000000000007,,0.2868686868686869
BU03638501,2230,1055,0.149,0.539,0.162,0.6,455,725,,0.58,0.44,5053.0,287,157.195,897.8050000000001,568.645,170.91,,0.3251121076233184
BU03638502,3350,1545,0.22,0.644,0.052000000000000005,0.5,425,2265,16.9,0.32,0.31,10849.0,224,339.9,1205.1,994.98,80.34,,0.6761194029850747
BU03638600,6005,2440,0.163,0.47200000000000003,0.175,0.6,605,4170,21.0,0.34,0.34,17865.0,287,397.72,2042.28,1151.68,427.0,,0.694421315570358
BU03638601,4295,2335,0.095,0.531,0.107,0.4,655,2105,26.2,0.31,0.3,14321.0,278,221.825,2113.175,1239.885,249.845,,0.490104772991851
BU03638602,960,735,0.057,0.642,0.091,0.2,350,125,,0.3,0.28,3445.0,311,41.895,693.105,471.87,66.885,,0.13020833333333334
BU03638603,840,540,0.039,0.39799999999999996,0.20800000000000002,0.4,245,145,,0.32,0.27,3080.0,335,21.06,518.94,214.92,112.32000000000001,,0.17261904761904762
BU03638604,695,265,0.222,0.642,0.075,0.6,35,565,,0.09,0.09,8087.0,221,58.83,206.17000000000002,170.13,19.875,,0.8129496402877698
BU03638605,1115,985,0.01,0.461,0.09699999999999999,0.1,485,385,,0.18,0.18,6202.0,275,9.85,975.15,454.08500000000004,95.54499999999999,,0.3452914798206278
BU03638700,2645,1650,0.037000000000000005,0.35700000000000004,0.223,0.4,905,740,41.0,0.26,0.25,10790.0,363,61.05000000000001,1588.95,589.0500000000001,367.95,,0.27977315689981097
BU03638701,1270,555,0.09699999999999999,0.316,0.382,0.6,290,445,,0.18,0.14,8808.0,552,53.834999999999994,501.165,175.38,212.01,,0.35039370078740156
BU03638702,1555,785,0.17,0.642,0.102,0.4,260,740,,0.18,0.17,9090.0,254,133.45000000000002,651.55,503.97,80.07,,0.4758842443729904
BU03638703,3430,2040,0.152,0.611,0.107,0.4,730,1470,26.2,0.34,0.32,10638.0,245,310.08,1729.92,1246.44,218.28,,0.42857142857142855
BU03638704,575,525,0.413,0.9620000000000001,0.0,0.1,40,355,,0.42,0.42,1388.0,93,216.825,308.175,505.05000000000007,0.0,,0.6173913043478261
BU03638705,1090,945,0.091,0.759,0.035,0.1,430,275,,0.12,0.11,9668.0,166,85.995,859.005,717.255,33.075,,0.25229357798165136
BU03638800,80,55,,,,,40,40,,0.65,0.61,132.0,,,,,,,0.5
BU03638801,960,435,0.024,0.166,0.42,1.0,190,170,,0.12,0.11,8463.0,398,10.44,424.56,72.21000000000001,182.7,,0.17708333333333334
BU03638802,165,90,,,,0.7,35,10,,2.27,1.3,127.0,,,,,,,0.06060606060606061
BU03638803,255,115,0.049,0.261,0.45,1.4,40,55,,0.86,0.79,323.0,752,5.635,109.365,30.015,51.75,,0.21568627450980393
BU03638804,3125,1270,0.065,0.307,0.305,0.9,455,1190,28.3,0.37,0.35,9040.0,346,82.55,1187.45,389.89,387.34999999999997,,0.3808
BU03638805,3155,1440,0.05,0.35100000000000003,0.25,0.8,445,970,29.6,0.48,0.44,7201.0,358,72.0,1368.0,505.44000000000005,360.0,,0.3074484944532488
BU03638806,1075,645,0.077,0.49,0.15,0.6,250,355,,0.08,0.08,13004.0,289,49.665,595.335,316.05,96.75,,0.3302325581395349
BU03638807,2325,895,0.019,0.13699999999999998,0.46799999999999997,1.0,390,575,,0.23,0.22,10799.0,381,17.005,877.995,122.61499999999998,418.85999999999996,,0.24731182795698925
BU03638808,2120,915,0.064,0.316,0.22699999999999998,0.8,400,660,,0.26,0.23,9336.0,365,58.56,856.44,289.14,207.70499999999998,,0.3113207547169811
BU03638809,685,320,0.065,0.299,0.29600000000000004,1.1,80,40,,0.61,0.54,1272.0,361,20.8,299.2,95.67999999999999,94.72000000000001,,0.058394160583941604
BU03638900,3255,1690,0.127,0.621,0.079,0.5,525,1565,21.0,0.37,0.36,9084.0,271,214.63,1475.37,1049.49,133.51,,0.4807987711213518
BU03638901,3560,1995,0.125,0.57,0.115,0.4,720,1665,24.6,0.31,0.29,12069.0,230,249.375,1745.625,1137.1499999999999,229.425,,0.46769662921348315
BU03638902,2990,1325,0.159,0.532,0.156,0.5,370,1805,22.8,0.32,0.31,9794.0,322,210.675,1114.325,704.9000000000001,206.7,,0.6036789297658863
BU03638903,830,675,0.313,0.919,0.009000000000000001,0.1,165,310,,0.3,0.29,2872.0,328,211.275,463.725,620.325,6.075000000000001,,0.37349397590361444
BU03639000,4565,2770,0.08,0.467,0.18899999999999997,0.5,1340,1115,37.3,0.46,0.46,10029.0,345,221.6,2548.4,1293.5900000000001,523.53,,0.244249726177437
BU03639002,3775,2100,0.069,0.42,0.18899999999999997,0.5,1020,1135,33.8,0.54,0.5,7513.0,349,144.9,1955.1,882.0,396.8999999999999,,0.30066225165562915
BU03639003,4075,2345,0.09,0.499,0.226,0.6,1010,875,38.1,0.75,0.7,5839.0,417,211.04999999999998,2133.95,1170.155,529.97,,0.2147239263803681
BU03639004,65,30,,,,,15,5,,1.32,0.76,88.0,,,,,,,0.07692307692307693
BU03639008,1015,530,0.053,0.37,0.344,0.8,310,145,,0.27,0.24,4198.0,749,28.09,501.91,196.1,182.32,,0.14285714285714285
BU03639009,20,10,,,,,15,5,,0.21,0.19,121.0,,,,,,,0.25
BU03639100,780,390,0.075,0.317,0.244,0.7,215,165,,0.14,0.13,5916.0,466,29.25,360.75,123.63,95.16,,0.21153846153846154
BU03639101,3240,1950,0.113,0.527,0.135,0.5,690,1040,30.8,0.3,0.29,11261.0,348,220.35,1729.65,1027.65,263.25,,0.32098765432098764
BU03639102,3880,2165,0.077,0.45799999999999996,0.212,0.6,1130,1010,37.0,0.64,0.61,6374.0,444,166.70499999999998,1998.295,991.5699999999999,458.97999999999996,,0.2603092783505155
BU03639103,10,5,,,,,0,5,,0.62,0.5,24.0,,,,,,,0.5
BU03639200,20,15,,,,,10,10,,0.34,0.34,58.0,,,,,,,0.5
BU03639201,50,45,,,,,35,15,,0.8,0.78,66.0,,,,,,,0.3
BU03639202,20,15,,,,,10,10,,0.99,0.93,26.0,,,,,,,0.5
BU03639203,430,405,0.184,0.958,0.005,0.4,50,175,,0.38,0.35,1231.0,79,74.52,330.48,387.99,2.025,,0.4069767441860465
BU03639204,0,0,,,,,0,0,,0.36,0.36,,,,,,,,
BU03639205,35,0,,,,,5,25,,0.8,0.77,46.0,,,,,,,0.7142857142857143
BU03639206,150,70,,,,0.4,20,45,,1.61,1.46,103.0,,,,,,,0.3
BU03639300,5240,3045,0.20600000000000002,0.6709999999999999,0.039,0.4,595,3665,21.0,0.5,0.5,10522.0,180,627.2700000000001,2417.73,2043.1949999999997,118.755,,0.6994274809160306
BU03639301,3455,1990,0.185,0.632,0.057,0.4,440,2395,21.8,0.32,0.32,10732.0,192,368.15,1621.85,1257.68,113.43,,0.6931982633863966
BU03639302,1975,1660,0.23399999999999999,0.9470000000000001,0.003,0.1,475,980,,0.28,0.27,7415.0,56,388.44,1271.56,1572.0200000000002,4.98,,0.4962025316455696
BU03639303,3855,1680,0.13,0.475,0.152,0.6,290,3020,21.7,0.23,0.22,17424.0,264,218.4,1461.6,798.0,255.35999999999999,,0.7833981841763943
BU03639304,1430,875,0.276,0.82,0.009000000000000001,0.4,230,1055,,0.43,0.43,3359.0,166,241.50000000000003,633.5,717.5,7.875000000000001,,0.7377622377622378
BU03639305,1620,950,0.235,0.784,0.02,0.2,195,1130,,0.2,0.2,7958.0,193,223.25,726.75,744.8000000000001,19.0,,0.6975308641975309
BU03639306,3100,1555,0.23,0.664,0.052000000000000005,0.4,250,2520,17.2,0.2,0.2,15809.0,193,357.65000000000003,1197.35,1032.52,80.86000000000001,,0.8129032258064516
BU03639307,2555,1300,0.261,0.72,0.034,0.3,205,1955,16.0,0.29,0.27,9617.0,198,339.3,960.7,936.0,44.2,,0.7651663405088063
BU03639308,200,100,,,,0.8,45,80,,0.12,0.11,1842.0,366,,,,,,0.4
BU03639309,715,295,0.08,0.42200000000000004,0.24600000000000002,0.7,65,560,,0.07,0.07,10354.0,279,23.6,271.4,124.49000000000001,72.57000000000001,,0.7832167832167832
BU03639310,0,0,,,,,0,0,,0.51,0.45,,,,,,,,
BU03639400,2195,880,0.087,0.425,0.257,0.7,250,1465,,0.32,0.31,7173.0,316,76.55999999999999,803.44,374.0,226.16,,0.6674259681093394
BU03639401,3735,1905,0.122,0.507,0.141,0.6,405,2800,24.3,0.43,0.4,9231.0,259,232.41,1672.59,965.835,268.60499999999996,,0.749665327978581
BU03639402,2290,1280,0.244,0.746,0.027000000000000003,0.3,190,1820,,0.17,0.14,16179.0,197,312.32,967.6800000000001,954.88,34.56,,0.7947598253275109
BU03639403,2625,1625,0.233,0.741,0.022000000000000002,0.4,230,1880,18.7,0.22,0.21,12460.0,168,378.625,1246.375,1204.125,35.75000000000001,,0.7161904761904762
BU03639404,1005,465,0.125,0.527,0.102,0.7,85,645,,0.22,0.2,4927.0,219,58.125,406.875,245.055,47.43,,0.6417910447761194
BU03639405,2415,1305,0.22,0.688,0.038,0.3,215,1775,,0.16,0.16,15091.0,177,287.1,1017.9,897.8399999999999,49.589999999999996,,0.7349896480331263
BU03639406,1335,555,0.10300000000000001,0.381,0.201,0.7,105,995,,0.2,0.18,7441.0,299,57.165000000000006,497.835,211.455,111.555,,0.7453183520599251
BU03639407,1460,615,0.126,0.46,0.156,0.7,80,1155,,0.17,0.15,9451.0,261,77.49,537.51,282.90000000000003,95.94,,0.791095890410959
BU03639408,1750,780,0.10300000000000001,0.42,0.135,0.7,140,1375,,0.13,0.12,14567.0,269,80.34,699.66,327.59999999999997,105.30000000000001,,0.7857142857142857
BU03639409,3185,1980,0.086,0.508,0.13,0.6,590,1045,29.1,0.97,0.87,3675.0,222,170.27999999999997,1809.72,1005.84,257.40000000000003,,0.3281004709576138
BU03639410,2180,1205,0.163,0.584,0.105,0.6,270,1240,,0.6,0.49,4413.0,230,196.41500000000002,1008.585,703.7199999999999,126.52499999999999,,0.5688073394495413
BU03639411,330,130,0.033,0.17600000000000002,0.336,0.9,30,225,,0.15,0.14,2410.0,,4.29,125.71,22.880000000000003,43.68,,0.6818181818181818
BU03639412,1775,1035,0.33399999999999996,0.797,0.016,0.3,85,1535,,0.08,0.08,22290.0,134,345.68999999999994,689.3100000000001,824.8950000000001,16.56,,0.8647887323943662
BU03639413,3145,1710,0.207,0.6759999999999999,0.043,0.3,430,2135,18.0,0.26,0.24,13086.0,199,353.96999999999997,1356.03,1155.9599999999998,73.53,,0.6788553259141494
BU03639500,2860,1745,0.071,0.466,0.08800000000000001,0.6,560,975,29.3,0.76,0.69,4141.0,201,123.895,1621.105,813.1700000000001,153.56,,0.3409090909090909
BU03639501,20,10,,,,,0,5,,0.85,0.72,32.0,,,,,,,0.25
BU03639502,35,15,,,,,5,5,,1.34,0.78,46.0,,,,,,,0.14285714285714285
BU03639600,2915,1485,0.23600000000000002,0.722,0.026000000000000002,0.3,190,2115,15.1,0.35,0.35,8322.0,160,350.46000000000004,1134.54,1072.17,38.61000000000001,,0.725557461406518
BU03639601,4305,2045,0.19699999999999998,0.636,0.053,0.4,270,3300,17.2,0.37,0.37,11652.0,196,402.86499999999995,1642.135,1300.6200000000001,108.38499999999999,,0.7665505226480837
BU03639602,2510,1160,0.067,0.345,0.174,0.9,325,1075,,0.67,0.63,4010.0,267,77.72,1082.28,400.2,201.83999999999997,,0.42828685258964144
BU03639603,2035,1035,0.17,0.561,0.078,0.5,240,1280,,0.25,0.24,8532.0,215,175.95000000000002,859.05,580.6350000000001,80.73,,0.628992628992629
BU03639604,1455,910,0.139,0.643,0.049,0.4,190,845,,0.19,0.18,7925.0,186,126.49000000000001,783.51,585.13,44.59,,0.5807560137457045
BU03639605,2460,1300,0.128,0.586,0.099,0.6,235,1545,,0.25,0.25,10026.0,200,166.4,1133.6,761.8,128.70000000000002,,0.6280487804878049
BU03639606,2570,1230,0.11,0.449,0.147,0.7,345,1235,24.5,0.63,0.58,4420.0,250,135.3,1094.7,552.27,180.81,,0.4805447470817121
BU03639700,3010,1665,0.201,0.659,0.05,0.4,340,1905,20.2,0.32,0.31,9874.0,184,334.665,1330.335,1097.2350000000001,83.25,,0.632890365448505
BU03639701,1685,870,0.19399999999999998,0.613,0.053,0.5,160,1230,,0.18,0.17,9658.0,189,168.77999999999997,701.22,533.31,46.11,,0.7299703264094956
BU03639702,3310,1405,0.027000000000000003,0.215,0.294,1.0,455,1125,29.0,0.65,0.64,5210.0,287,37.935,1367.065,302.075,413.07,,0.33987915407854985
BU03639703,3420,1645,0.11900000000000001,0.46299999999999997,0.12300000000000001,0.7,390,1750,23.7,0.77,0.72,4770.0,215,195.75500000000002,1449.245,761.635,202.335,,0.5116959064327485
BU03639800,1485,635,0.051,0.32,0.25,1.1,150,165,,0.35,0.29,5106.0,283,32.385,602.615,203.20000000000002,158.75,,0.1111111111111111
BU03639801,120,35,,,,,15,10,,1.67,1.46,82.0,,,,,,,0.08333333333333333
