geometry,lat,lon,g_x,g_y,v,area_grid,area_grid_km,grid_pop,grid_avg_inc,grid_house_price,nr_dutch_w,p_dutch_w,nr_nw,p_nw,pop_density_km
"POLYGON ((130688.38860847357 485270.7975624863, 131188.3886084736 485270.7975624863, 131188.3886084736 485770.7975624863, 130688.38860847357 485770.7975624863, 130688.38860847357 485270.7975624863))",485270.7975624863,130688.38860847357,17,41,840,250000.00000000728,0.25000000000000727,0.0,,,,,,,0.0
"POLYGON ((131188.3886084736 485270.7975624863, 131688.3886084736 485270.7975624863, 131688.3886084736 485770.7975624863, 131188.3886084736 485770.7975624863, 131188.3886084736 485270.7975624863))",485270.7975624863,131188.3886084736,17,42,841,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((131688.3886084736 485270.7975624863, 132188.3886084736 485270.7975624863, 132188.3886084736 485770.7975624863, 131688.3886084736 485770.7975624863, 131688.3886084736 485270.7975624863))",485270.7975624863,131688.3886084736,17,43,842,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((132188.3886084736 485270.7975624863, 132688.3886084736 485270.7975624863, 132688.3886084736 485770.7975624863, 132188.3886084736 485770.7975624863, 132188.3886084736 485270.7975624863))",485270.7975624863,132188.3886084736,17,44,843,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((132688.3886084736 485270.7975624863, 133188.3886084736 485270.7975624863, 133188.3886084736 485770.7975624863, 132688.3886084736 485770.7975624863, 132688.3886084736 485270.7975624863))",485270.7975624863,132688.3886084736,17,45,844,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((133188.3886084736 485270.7975624863, 133688.3886084736 485270.7975624863, 133688.3886084736 485770.7975624863, 133188.3886084736 485770.7975624863, 133188.3886084736 485270.7975624863))",485270.7975624863,133188.3886084736,17,46,845,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((110188.38860847357 484770.7975624863, 110688.38860847357 484770.7975624863, 110688.38860847357 485270.7975624863, 110188.38860847357 485270.7975624863, 110188.38860847357 484770.7975624863))",484770.7975624863,110188.38860847357,18,0,846,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((110688.38860847357 484770.7975624863, 111188.38860847357 484770.7975624863, 111188.38860847357 485270.7975624863, 110688.38860847357 485270.7975624863, 110688.38860847357 484770.7975624863))",484770.7975624863,110688.38860847357,18,1,847,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((111188.38860847357 484770.7975624863, 111688.38860847357 484770.7975624863, 111688.38860847357 485270.7975624863, 111188.38860847357 485270.7975624863, 111188.38860847357 484770.7975624863))",484770.7975624863,111188.38860847357,18,2,848,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((111688.38860847357 484770.7975624863, 112188.38860847357 484770.7975624863, 112188.38860847357 485270.7975624863, 111688.38860847357 485270.7975624863, 111688.38860847357 484770.7975624863))",484770.7975624863,111688.38860847357,18,3,849,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((112188.38860847357 484770.7975624863, 112688.38860847357 484770.7975624863, 112688.38860847357 485270.7975624863, 112188.38860847357 485270.7975624863, 112188.38860847357 484770.7975624863))",484770.7975624863,112188.38860847357,18,4,850,250000.0,0.25,7.0,,531.0,5.0,9.02087430313746e-06,2.0,6.4901139339501105e-06,28.0
"POLYGON ((112688.38860847357 484770.7975624863, 113188.38860847357 484770.7975624863, 113188.38860847357 485270.7975624863, 112688.38860847357 485270.7975624863, 112688.38860847357 484770.7975624863))",484770.7975624863,112688.38860847357,18,5,851,250000.0,0.25,1297.0,28.300000000000004,379.1625764427314,719.0,0.0012972017247911668,578.0,0.0018756429269115818,5188.0
"POLYGON ((113188.38860847357 484770.7975624863, 113688.38860847357 484770.7975624863, 113688.38860847357 485270.7975624863, 113188.38860847357 485270.7975624863, 113188.38860847357 484770.7975624863))",484770.7975624863,113188.38860847357,18,6,852,250000.0,0.25,2209.0,28.3,366.0,1223.0,0.002206505854547423,986.0,0.0031996261694374043,8836.0
"POLYGON ((113688.38860847357 484770.7975624863, 114188.38860847357 484770.7975624863, 114188.38860847357 485270.7975624863, 113688.38860847357 485270.7975624863, 113688.38860847357 484770.7975624863))",484770.7975624863,113688.38860847357,18,7,853,250000.0,0.25,2238.0,26.72168084580383,337.4688460587615,1217.0,0.002195680805383658,1020.0,0.0033099581063145565,8952.0
"POLYGON ((114188.38860847357 484770.7975624863, 114688.38860847357 484770.7975624863, 114688.38860847357 485270.7975624863, 114188.38860847357 485270.7975624863, 114188.38860847357 484770.7975624863))",484770.7975624863,114188.38860847357,18,8,854,250000.0,0.25,2759.0,23.577579711697062,291.0795671163025,1209.0,0.002181247406498638,1549.0,0.005026593241844361,11036.0
"POLYGON ((114688.38860847357 484770.7975624863, 115188.38860847357 484770.7975624863, 115188.38860847357 485270.7975624863, 114688.38860847357 485270.7975624863, 114688.38860847357 484770.7975624863))",484770.7975624863,114688.38860847357,18,9,855,250000.0,0.25,3419.0,20.99465168016342,256.55806675401504,1190.0,0.0021469680841467156,2228.0,0.007229986922420423,13676.0
"POLYGON ((115188.38860847357 484770.7975624863, 115688.38860847357 484770.7975624863, 115688.38860847357 485270.7975624863, 115188.38860847357 485270.7975624863, 115188.38860847357 484770.7975624863))",484770.7975624863,115188.38860847357,18,10,856,250000.0,0.25,1881.0,23.516497236148854,248.05545324829532,965.0,0.0017410287405055299,917.0,0.0029757172387161255,7524.0
"POLYGON ((115688.38860847357 484770.7975624863, 116188.38860847357 484770.7975624863, 116188.38860847357 485270.7975624863, 115688.38860847357 485270.7975624863, 115688.38860847357 484770.7975624863))",484770.7975624863,115688.38860847357,18,11,857,250000.0,0.25,1474.0,24.626211119650577,262.9583546234133,797.0,0.0014379273639201111,676.0,0.0021936585096751374,5896.0
"POLYGON ((116188.38860847357 484770.7975624863, 116688.38860847357 484770.7975624863, 116688.38860847357 485270.7975624863, 116188.38860847357 485270.7975624863, 116188.38860847357 484770.7975624863))",484770.7975624863,116188.38860847357,18,12,858,250000.0,0.25,1720.0,23.087131807278237,271.26794802844745,888.0,0.001602107276237213,831.0,0.002696642339556271,6880.0
"POLYGON ((116688.38860847357 484770.7975624863, 117188.38860847357 484770.7975624863, 117188.38860847357 485270.7975624863, 116688.38860847357 485270.7975624863, 116688.38860847357 484770.7975624863))",484770.7975624863,116688.38860847357,18,13,859,250000.0,0.25,2038.0,22.4,270.0,1015.0,0.0018312374835369044,1023.0,0.0033196932772154813,8152.0
"POLYGON ((117188.38860847357 484770.7975624863, 117688.38860847357 484770.7975624863, 117688.38860847357 485270.7975624863, 117188.38860847357 485270.7975624863, 117188.38860847357 484770.7975624863))",484770.7975624863,117188.38860847357,18,14,860,250000.0,0.25,1839.0,28.97214598492386,270.70668236397034,1075.0,0.001939487975174554,765.0,0.002482468579735917,7356.0
"POLYGON ((117688.38860847357 484770.7975624863, 118188.38860847357 484770.7975624863, 118188.38860847357 485270.7975624863, 117688.38860847357 485270.7975624863, 117688.38860847357 484770.7975624863))",484770.7975624863,117688.38860847357,18,15,861,250000.0,0.25,2071.0,34.254913745156706,314.75289788580847,1455.0,0.002625074422213001,617.0,0.002002200148623609,8284.0
"POLYGON ((118188.38860847357 484770.7975624863, 118688.38860847357 484770.7975624863, 118688.38860847357 485270.7975624863, 118188.38860847357 485270.7975624863, 118188.38860847357 484770.7975624863))",484770.7975624863,118188.38860847357,18,16,862,250000.0,0.25,3032.0,39.43992174816002,406.69960874080004,2571.0,0.004638533566673282,462.0,0.0014992163187424756,12128.0
"POLYGON ((118688.38860847357 484770.7975624863, 119188.38860847357 484770.7975624863, 119188.38860847357 485270.7975624863, 118688.38860847357 485270.7975624863, 118688.38860847357 484770.7975624863))",484770.7975624863,118688.38860847357,18,17,863,250000.0,0.25,2295.0,55.850993749094506,706.4932322513043,1933.0,0.0034874700055929422,364.0,0.00118120073597892,9180.0
"POLYGON ((119188.38860847357 484770.7975624863, 119688.38860847357 484770.7975624863, 119688.38860847357 485270.7975624863, 119188.38860847357 485270.7975624863, 119188.38860847357 484770.7975624863))",484770.7975624863,119188.38860847357,18,18,864,250000.0,0.25,2083.0,70.82218613085404,999.4733203744278,1810.0,0.0032655564977357603,274.0,0.0008891456089511651,8332.0
"POLYGON ((119688.38860847357 484770.7975624863, 120188.38860847357 484770.7975624863, 120188.38860847357 485270.7975624863, 119688.38860847357 485270.7975624863, 119688.38860847357 484770.7975624863))",484770.7975624863,119688.38860847357,18,19,865,250000.0,0.25,2268.0,65.3660691904392,1051.6556857954347,2033.0,0.0036678874916556913,235.0,0.000762588387239138,9072.0
"POLYGON ((120188.38860847357 484770.7975624863, 120688.38860847357 484770.7975624863, 120688.38860847357 485270.7975624863, 120188.38860847357 485270.7975624863, 120188.38860847357 484770.7975624863))",484770.7975624863,120188.38860847357,18,20,866,250000.0,0.25,2294.0,64.2368191983661,1019.3921899412768,2059.0,0.003714796038032006,235.0,0.000762588387239138,9176.0
"POLYGON ((120688.38860847357 484770.7975624863, 121188.38860847357 484770.7975624863, 121188.38860847357 485270.7975624863, 120688.38860847357 485270.7975624863, 120688.38860847357 484770.7975624863))",484770.7975624863,120688.38860847357,18,21,867,250000.0,0.25,4256.0,42.891506288175755,534.1936824059802,3474.0,0.006267703465819907,782.0,0.002537634548174493,17024.0
"POLYGON ((121188.38860847357 484770.7975624863, 121688.38860847357 484770.7975624863, 121688.38860847357 485270.7975624863, 121188.38860847357 485270.7975624863, 121188.38860847357 484770.7975624863))",484770.7975624863,121188.38860847357,18,22,868,250000.0,0.25,5541.0,33.78167174645733,395.4350443733997,4246.0,0.007660526458224331,1296.0,0.004205593829199671,22164.0
"POLYGON ((121688.38860847357 484770.7975624863, 122188.38860847357 484770.7975624863, 122188.38860847357 485270.7975624863, 121688.38860847357 485270.7975624863, 121688.38860847357 484770.7975624863))",484770.7975624863,121688.38860847357,18,23,869,250000.0,0.25,5465.0,30.373842614520875,384.6798063057585,3957.0,0.007139119923502986,1509.0,0.004896790963165358,21860.0
"POLYGON ((122188.38860847357 484770.7975624863, 122688.38860847357 484770.7975624863, 122688.38860847357 485270.7975624863, 122188.38860847357 485270.7975624863, 122188.38860847357 484770.7975624863))",484770.7975624863,122188.38860847357,18,24,870,250000.0,0.25,4341.0,33.58228639997253,422.25681890680534,3154.0,0.00569036751041911,1187.0,0.0038518826197993907,17364.0
"POLYGON ((122688.38860847357 484770.7975624863, 123188.38860847357 484770.7975624863, 123188.38860847357 485270.7975624863, 122688.38860847357 485270.7975624863, 122688.38860847357 484770.7975624863))",484770.7975624863,122688.38860847357,18,25,871,250000.0,0.25,4772.0,30.268483930626882,392.30414325752935,2939.0,0.005302469915384199,1833.0,0.005948189420465276,19088.0
"POLYGON ((123188.38860847357 484770.7975624863, 123688.38860847357 484770.7975624863, 123688.38860847357 485270.7975624863, 123188.38860847357 485270.7975624863, 123188.38860847357 484770.7975624863))",484770.7975624863,123188.38860847357,18,26,872,250000.0,0.25,2773.0,27.932939635232437,353.0269281155863,1767.0,0.0031879769787287785,1006.0,0.0032645273087769057,11092.0
"POLYGON ((123688.38860847357 484770.7975624863, 124188.38860847357 484770.7975624863, 124188.38860847357 485270.7975624863, 123688.38860847357 485270.7975624863, 123688.38860847357 484770.7975624863))",484770.7975624863,123688.38860847357,18,27,873,250000.0,0.25,1578.0,31.874358763605343,364.3938846414072,1196.0,0.0021577931333104806,383.0,0.0012428568183514462,6312.0
"POLYGON ((124188.38860847357 484770.7975624863, 124688.38860847357 484770.7975624863, 124688.38860847357 485270.7975624863, 124188.38860847357 485270.7975624863, 124188.38860847357 484770.7975624863))",484770.7975624863,124188.38860847357,18,28,874,250000.0,0.25,1322.0,35.49380911138707,452.954903789258,1115.0,0.0020116549695996535,207.0,0.0006717267921638365,5288.0
"POLYGON ((124688.38860847357 484770.7975624863, 125188.38860847357 484770.7975624863, 125188.38860847357 485270.7975624863, 124688.38860847357 485270.7975624863, 124688.38860847357 484770.7975624863))",484770.7975624863,124688.38860847357,18,29,875,250000.0,0.25,1313.0,35.7,457.99999999999994,1111.0,0.0020044382701571435,201.0,0.0006522564503619861,5252.0
"POLYGON ((125188.38860847357 484770.7975624863, 125688.38860847357 484770.7975624863, 125688.38860847357 485270.7975624863, 125188.38860847357 485270.7975624863, 125188.38860847357 484770.7975624863))",484770.7975624863,125188.38860847357,18,30,876,250000.0,0.25,1313.0,35.7,457.99999999999994,1111.0,0.0020044382701571435,201.0,0.0006522564503619861,5252.0
"POLYGON ((125688.38860847357 484770.7975624863, 126188.38860847357 484770.7975624863, 126188.38860847357 485270.7975624863, 125688.38860847357 485270.7975624863, 125688.38860847357 484770.7975624863))",484770.7975624863,125688.38860847357,18,31,877,250000.0,0.25,1214.0,35.7,457.99999999999994,1028.0,0.0018546917567250618,186.0,0.0006035805958573602,4856.0
"POLYGON ((126188.38860847357 484770.7975624863, 126688.38860847357 484770.7975624863, 126688.38860847357 485270.7975624863, 126188.38860847357 485270.7975624863, 126188.38860847357 484770.7975624863))",484770.7975624863,126188.38860847357,18,32,878,250000.0,0.25,77.0,35.7,458.0,65.0,0.00011727136594078699,12.0,3.894068360370066e-05,308.0
"POLYGON ((126688.38860847357 484770.7975624863, 127188.38860847357 484770.7975624863, 127188.38860847357 485270.7975624863, 126688.38860847357 485270.7975624863, 126688.38860847357 484770.7975624863))",484770.7975624863,126688.38860847357,18,33,879,250000.0,0.25,44.0,28.4,235.0,32.0,5.7733595540079746e-05,12.0,3.894068360370066e-05,176.0
"POLYGON ((127188.38860847357 484770.7975624863, 127688.38860847357 484770.7975624863, 127688.38860847357 485270.7975624863, 127188.38860847357 485270.7975624863, 127188.38860847357 484770.7975624863))",484770.7975624863,127188.38860847357,18,34,880,250000.0,0.25,245.0,28.4,235.0,178.0,0.00032114312519169357,66.0,0.00021417375982035365,980.0
"POLYGON ((127688.38860847357 484770.7975624863, 128188.38860847357 484770.7975624863, 128188.38860847357 485270.7975624863, 127688.38860847357 485270.7975624863, 127688.38860847357 484770.7975624863))",484770.7975624863,127688.38860847357,18,35,881,250000.0,0.25,642.0,30.449581694646696,326.628358113617,431.0,0.000777599364930449,210.0,0.0006814619630647616,2568.0
"POLYGON ((128188.38860847357 484770.7975624863, 128688.38860847357 484770.7975624863, 128688.38860847357 485270.7975624863, 128188.38860847357 485270.7975624863, 128188.38860847357 484770.7975624863))",484770.7975624863,128188.38860847357,18,36,882,250000.0,0.25,2356.0,33.04162198524652,456.57913160220653,1528.0,0.0027567791870388076,828.0,0.002686907168655346,9424.0
"POLYGON ((128688.38860847357 484770.7975624863, 129188.38860847357 484770.7975624863, 129188.38860847357 485270.7975624863, 128688.38860847357 485270.7975624863, 128688.38860847357 484770.7975624863))",484770.7975624863,128688.38860847357,18,37,883,250000.0,0.25,2731.0,31.32688740295983,433.11970179069766,1707.0,0.003079726487091129,1024.0,0.0033229383341824566,10924.0
"POLYGON ((129188.38860847357 484770.7975624863, 129688.38860847357 484770.7975624863, 129688.38860847357 485270.7975624863, 129188.38860847357 485270.7975624863, 129188.38860847357 484770.7975624863))",484770.7975624863,129188.38860847357,18,38,884,250000.0,0.25,652.0,31.1,430.00000000000006,404.0,0.0007288866436935068,248.0,0.0008047741278098137,2608.0
"POLYGON ((129688.38860847357 484770.7975624863, 130188.38860847357 484770.7975624863, 130188.38860847357 485270.7975624863, 129688.38860847357 485270.7975624863, 129688.38860847357 484770.7975624863))",484770.7975624863,129688.38860847357,18,39,885,250000.0,0.25,0.0,,,0.0,0.0,0.0,0.0,0.0
"POLYGON ((130188.38860847357 484770.7975624863, 130688.38860847357 484770.7975624863, 130688.38860847357 485270.7975624863, 130188.38860847357 485270.7975624863, 130188.38860847357 484770.7975624863))",484770.7975624863,130188.38860847357,18,40,886,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((130688.38860847357 484770.7975624863, 131188.3886084736 484770.7975624863, 131188.3886084736 485270.7975624863, 130688.38860847357 485270.7975624863, 130688.38860847357 484770.7975624863))",484770.7975624863,130688.38860847357,18,41,887,250000.00000000728,0.25000000000000727,0.0,,,,,,,0.0
"POLYGON ((131188.3886084736 484770.7975624863, 131688.3886084736 484770.7975624863, 131688.3886084736 485270.7975624863, 131188.3886084736 485270.7975624863, 131188.3886084736 484770.7975624863))",484770.7975624863,131188.3886084736,18,42,888,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((131688.3886084736 484770.7975624863, 132188.3886084736 484770.7975624863, 132188.3886084736 485270.7975624863, 131688.3886084736 485270.7975624863, 131688.3886084736 484770.7975624863))",484770.7975624863,131688.3886084736,18,43,889,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((132188.3886084736 484770.7975624863, 132688.3886084736 484770.7975624863, 132688.3886084736 485270.7975624863, 132188.3886084736 485270.7975624863, 132188.3886084736 484770.7975624863))",484770.7975624863,132188.3886084736,18,44,890,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((132688.3886084736 484770.7975624863, 133188.3886084736 484770.7975624863, 133188.3886084736 485270.7975624863, 132688.3886084736 485270.7975624863, 132688.3886084736 484770.7975624863))",484770.7975624863,132688.3886084736,18,45,891,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((133188.3886084736 484770.7975624863, 133688.3886084736 484770.7975624863, 133688.3886084736 485270.7975624863, 133188.3886084736 485270.7975624863, 133188.3886084736 484770.7975624863))",484770.7975624863,133188.3886084736,18,46,892,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((110188.38860847357 484270.7975624863, 110688.38860847357 484270.7975624863, 110688.38860847357 484770.7975624863, 110188.38860847357 484770.7975624863, 110188.38860847357 484270.7975624863))",484270.7975624863,110188.38860847357,19,0,893,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((110688.38860847357 484270.7975624863, 111188.38860847357 484270.7975624863, 111188.38860847357 484770.7975624863, 110688.38860847357 484770.7975624863, 110688.38860847357 484270.7975624863))",484270.7975624863,110688.38860847357,19,1,894,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((111188.38860847357 484270.7975624863, 111688.38860847357 484270.7975624863, 111688.38860847357 484770.7975624863, 111188.38860847357 484770.7975624863, 111188.38860847357 484270.7975624863))",484270.7975624863,111188.38860847357,19,2,895,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((111688.38860847357 484270.7975624863, 112188.38860847357 484270.7975624863, 112188.38860847357 484770.7975624863, 111688.38860847357 484770.7975624863, 111688.38860847357 484270.7975624863))",484270.7975624863,111688.38860847357,19,3,896,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((112188.38860847357 484270.7975624863, 112688.38860847357 484270.7975624863, 112688.38860847357 484770.7975624863, 112188.38860847357 484770.7975624863, 112188.38860847357 484270.7975624863))",484270.7975624863,112188.38860847357,19,4,897,250000.0,0.25,0.0,,,,,,,0.0
"POLYGON ((112688.38860847357 484270.7975624863, 113188.38860847357 484270.7975624863, 113188.38860847357 484770.7975624863, 112688.38860847357 484770.7975624863, 112688.38860847357 484270.7975624863))",484270.7975624863,112688.38860847357,19,5,898,250000.0,0.25,15.0,28.3,366.0,9.0,1.6237573745647428e-05,7.0,2.2715398768825386e-05,60.0
"POLYGON ((113188.38860847357 484270.7975624863, 113688.38860847357 484270.7975624863, 113688.38860847357 484770.7975624863, 113188.38860847357 484770.7975624863, 113188.38860847357 484270.7975624863))",484270.7975624863,113188.38860847357,19,6,899,250000.0,0.25,968.0,28.3,366.0,536.0,0.0009670377252963357,432.0,0.0014018646097332238,3872.0
"POLYGON ((113688.38860847357 484270.7975624863, 114188.38860847357 484270.7975624863, 114188.38860847357 484770.7975624863, 113688.38860847357 484770.7975624863, 113688.38860847357 484270.7975624863))",484270.7975624863,113688.38860847357,19,7,900,250000.0,0.25,2129.0,28.3,366.0,1179.0,0.002127122160679813,950.0,0.0030828041186263025,8516.0
"POLYGON ((114188.38860847357 484270.7975624863, 114688.38860847357 484270.7975624863, 114688.38860847357 484770.7975624863, 114188.38860847357 484770.7975624863, 114188.38860847357 484270.7975624863))",484270.7975624863,114188.38860847357,19,8,901,250000.0,0.25,2269.0,27.45598041677238,353.19280230606864,1198.0,0.0021614014830317356,1071.0,0.003475456011630284,9076.0
"POLYGON ((114688.38860847357 484270.7975624863, 115188.38860847357 484270.7975624863, 115188.38860847357 484770.7975624863, 114688.38860847357 484770.7975624863, 114688.38860847357 484270.7975624863))",484270.7975624863,114688.38860847357,19,9,902,250000.0,0.25,1061.0,25.995802622522525,307.9580262252253,544.0,0.0009814711241813556,517.0,0.0016776944519261035,4244.0
"POLYGON ((115188.38860847357 484270.7975624863, 115688.38860847357 484270.7975624863, 115688.38860847357 484770.7975624863, 115188.38860847357 484770.7975624863, 115188.38860847357 484270.7975624863))",484270.7975624863,115188.38860847357,19,10,903,250000.0,0.25,588.0,31.199999999999996,360.0,417.0,0.0007523409168816641,171.0,0.0005549047413527345,2352.0
"POLYGON ((115688.38860847357 484270.7975624863, 116188.38860847357 484270.7975624863, 116188.38860847357 484770.7975624863, 115688.38860847357 484770.7975624863, 115688.38860847357 484270.7975624863))",484270.7975624863,115688.38860847357,19,11,904,250000.0,0.25,588.0,31.199999999999996,360.0,417.0,0.0007523409168816641,171.0,0.0005549047413527345,2352.0
"POLYGON ((116188.38860847357 484270.7975624863, 116688.38860847357 484270.7975624863, 116688.38860847357 484770.7975624863, 116188.38860847357 484770.7975624863, 116188.38860847357 484270.7975624863))",484270.7975624863,116188.38860847357,19,12,905,250000.0,0.25,1190.0,24.478833775230267,291.2607999739459,666.0,0.0012015804571779097,525.0,0.001703654907661904,4760.0
"POLYGON ((116688.38860847357 484270.7975624863, 117188.38860847357 484270.7975624863, 117188.38860847357 484770.7975624863, 116688.38860847357 484770.7975624863, 116688.38860847357 484270.7975624863))",484270.7975624863,116688.38860847357,19,13,906,250000.0,0.25,1913.0,22.57741074874105,271.8144281121244,964.0,0.0017392245656449024,950.0,0.0030828041186263025,7652.0
"POLYGON ((117188.38860847357 484270.7975624863, 117688.38860847357 484270.7975624863, 117688.38860847357 484770.7975624863, 117188.38860847357 484770.7975624863, 117188.38860847357 484270.7975624863))",484270.7975624863,117188.38860847357,19,14,907,250000.0,0.25,1790.0,29.144424712733926,271.5318647270486,1052.0,0.0018979919533801215,738.0,0.002394852041627591,7160.0
"POLYGON ((117688.38860847357 484270.7975624863, 118188.38860847357 484270.7975624863, 118188.38860847357 484770.7975624863, 117688.38860847357 484770.7975624863, 117688.38860847357 484270.7975624863))",484270.7975624863,117688.38860847357,19,15,908,250000.0,0.25,2137.0,34.72712957913978,322.8395940427686,1531.0,0.00276219171162069,605.0,0.0019632594650199086,8548.0
"POLYGON ((118188.38860847357 484270.7975624863, 118688.38860847357 484270.7975624863, 118688.38860847357 484770.7975624863, 118188.38860847357 484770.7975624863, 118188.38860847357 484270.7975624863))",484270.7975624863,118188.38860847357,19,16,909,250000.0,0.25,2961.0,39.12470731783261,408.68131283102906,2462.0,0.004441878506864885,499.0,0.0016192834265205526,11844.0
"POLYGON ((118688.38860847357 484270.7975624863, 119188.38860847357 484270.7975624863, 119188.38860847357 484770.7975624863, 118688.38860847357 484770.7975624863, 118688.38860847357 484270.7975624863))",484270.7975624863,118688.38860847357,19,17,910,250000.0,0.25,2772.0,37.73765096764843,425.1829486274306,2156.0,0.0038898009995128728,616.0,0.001998955091656634,11088.0
"POLYGON ((119188.38860847357 484270.7975624863, 119688.38860847357 484270.7975624863, 119688.38860847357 484770.7975624863, 119188.38860847357 484770.7975624863, 119188.38860847357 484270.7975624863))",484270.7975624863,119188.38860847357,19,18,911,250000.0,0.25,2660.0,42.55652770725904,589.3143053959648,2104.0,0.003795983906760243,556.0,0.0018042516736381307,10640.0
"POLYGON ((119688.38860847357 484270.7975624863, 120188.38860847357 484270.7975624863, 120188.38860847357 484770.7975624863, 119688.38860847357 484770.7975624863, 119688.38860847357 484270.7975624863))",484270.7975624863,119688.38860847357,19,19,912,250000.0,0.25,2288.0,64.3,1099.0,2052.0,0.0037021668140076137,236.0,0.000765833444206113,9152.0
"POLYGON ((120188.38860847357 484270.7975624863, 120688.38860847357 484270.7975624863, 120688.38860847357 484770.7975624863, 120188.38860847357 484770.7975624863, 120188.38860847357 484270.7975624863))",484270.7975624863,120188.38860847357,19,20,913,250000.0,0.25,2258.0,64.3,1088.0489252989196,2024.0,0.003651649917910044,233.0,0.0007560982733051879,9032.0
"POLYGON ((120688.38860847357 484270.7975624863, 121188.38860847357 484270.7975624863, 121188.38860847357 484770.7975624863, 120688.38860847357 484770.7975624863, 120688.38860847357 484270.7975624863))",484270.7975624863,120688.38860847357,19,21,914,250000.0,0.25,3641.0,46.24331751679715,647.9777821068118,3099.0,0.005591137893084598,541.0,0.0017555758191335048,14564.0
"POLYGON ((121188.38860847357 484270.7975624863, 121688.38860847357 484270.7975624863, 121688.38860847357 484770.7975624863, 121188.38860847357 484770.7975624863, 121188.38860847357 484270.7975624863))",484270.7975624863,121188.38860847357,19,22,915,250000.0,0.25,4501.0,33.876972183686725,425.6054825596596,3585.0,0.006467966875349559,915.0,0.0029692271247821755,18004.0
"POLYGON ((121688.38860847357 484270.7975624863, 122188.38860847357 484270.7975624863, 122188.38860847357 484770.7975624863, 121688.38860847357 484770.7975624863, 121688.38860847357 484270.7975624863))",484270.7975624863,121688.38860847357,19,23,916,250000.0,0.25,4491.0,31.36475946346239,402.6703553229228,3456.0,0.006235228318328612,1035.0,0.0033586339608191822,17964.0
"POLYGON ((122188.38860847357 484270.7975624863, 122688.38860847357 484270.7975624863, 122688.38860847357 484770.7975624863, 122188.38860847357 484770.7975624863, 122188.38860847357 484270.7975624863))",484270.7975624863,122188.38860847357,19,24,917,250000.0,0.25,3619.0,32.46094389570028,398.1777880686789,2839.0,0.00512205242932145,780.0,0.002531144434240543,14476.0
"POLYGON ((122688.38860847357 484270.7975624863, 123188.38860847357 484270.7975624863, 123188.38860847357 484770.7975624863, 122688.38860847357 484770.7975624863, 122688.38860847357 484270.7975624863))",484270.7975624863,122688.38860847357,19,25,918,250000.0,0.25,1679.0,33.527844104911246,375.18952043606896,1246.0,0.002248001876341855,434.0,0.001408354723667174,6716.0
"POLYGON ((123188.38860847357 484270.7975624863, 123688.38860847357 484270.7975624863, 123688.38860847357 484770.7975624863, 123188.38860847357 484770.7975624863, 123188.38860847357 484270.7975624863))",484270.7975624863,123188.38860847357,19,26,919,250000.0,0.25,1688.0,31.000000000000004,343.0,1231.0,0.0022209392534324425,457.0,0.0014829910339076002,6752.0
"POLYGON ((123688.38860847357 484270.7975624863, 124188.38860847357 484270.7975624863, 124188.38860847357 484770.7975624863, 123688.38860847357 484770.7975624863, 123688.38860847357 484270.7975624863))",484270.7975624863,123688.38860847357,19,27,920,250000.0,0.25,1688.0,31.000000000000004,343.0,1231.0,0.0022209392534324425,457.0,0.0014829910339076002,6752.0
"POLYGON ((124188.38860847357 484270.7975624863, 124688.38860847357 484270.7975624863, 124688.38860847357 484770.7975624863, 124188.38860847357 484770.7975624863, 124188.38860847357 484270.7975624863))",484270.7975624863,124188.38860847357,19,28,921,250000.0,0.25,1344.0,29.09565160042333,350.62661359471605,1029.0,0.0018564959315856893,314.0,0.0010189478876301674,5376.0
"POLYGON ((124688.38860847357 484270.7975624863, 125188.38860847357 484270.7975624863, 125188.38860847357 484770.7975624863, 124688.38860847357 484770.7975624863, 124688.38860847357 484270.7975624863))",484270.7975624863,124688.38860847357,19,29,922,250000.0,0.25,1301.0,35.10393906496934,450.74151603309434,1101.0,0.0019863965215508685,202.0,0.0006555015073289611,5204.0
